"screen_name","text","created_at"
"chimeracoder"," or put another way  Cuomo appears way too secure in his own self image to be a clinical narcissist  because insecurity is a hallmark of clinical narcissism
 ",2021-08-11 14:05:21
"chimeracoder"," Cuomo is a narcissist in the colloquial sense  but I don t think Cuomo is a clinical narcissist  He has a clear grasp on the distinction between his world and the world at large  which is what people with NPD lack   He manipulates it  but it s too active IMO to qualify as NPD  ",2021-08-11 14:02:53
"joerobertson"," Powerful Predator    Biden Sexual Assault Accuser Tara Reade Calls for  Real Investigation  Into President After Cuomo Steps Down  ",2021-08-11 14:05:17
"realtomrichichi","Being Popous and Arrogance really f up his career   
",2021-08-11 14:05:15
"PeterHatem2","Cuomo s message to his daughters   Your dad made mistakes   via  Those poor children  They didn t do anything to deserve this ",2021-08-11 14:05:13
"pvlonigro","How many disgraces here  Cuomo  MSM  Crown Publishing  etc     ",2021-08-11 14:05:12
"RudyPanucci","  If Cuomo were Republican  he d be a front runner for the  presidential nomination ",2021-08-11 14:05:07
"mserinlloyd","  Cuomo preceded Trump by many years  I don t think we can blame trump this time ",2021-08-11 14:05:06
"Cinderoak","                    While I disapprove of Cuomo on his behavior towards women  He did a great job with covid and was our sanity in an insane time  His personal behavior is deplorable ",2021-08-11 14:05:04
"FreePressers","Cuomo exit exposes rotten core of Democrat machine  ",2021-08-11 14:05:03
"democracynow"," A Petty Tyrant with Too Much Power   Former Cuomo Rival Zephyr Teachout Responds to Resignation ",2021-08-11 14:05:02
"Jerry_I_is","Reason Number  of why cuomo MUST be impeached now   ImpeachCuomo ",2021-08-11 14:05:02
"BoboFromTexas","The Morning Briefing  Cuomo s Toast Will Newsom Be the Next Disgraced Democrat  ",2021-08-11 14:05:01
"gdcox1","CNN s Stelter  We Covered Cuomo Story  Just the Same We Would Any Other Story   via ",2021-08-11 14:02:57
"gdcox1"," CNN s Stelter  We Covered Cuomo Story  Just the Same We Would Any Other Story Well sureJust     Lefty R  ",2021-08-11 14:03:38
"DavidBernknopf","  it s true  as CNN s person says  no policy manual specifically deals with not getting involved in your brother s PR troubles   It s disingenuous to suggest that ethics policies aren t clear about avoiding even potential conflicts of interest   Cuomo",2021-08-11 14:04:56
"demosticles"," I think the fact that they dropped the corruption charges  dropped the investigation into the nursing home deaths  and Biden didn t drop support until a few days ago shows that they wanted to pass the baton to Cuomo ",2021-08-11 14:04:42
"Mike_from_PA","CUOMO RESIGNS  CRAB  | TALIBAN NEARING VICTORY IN AFGHANISTAN | HOUSE DEMOCRATS END VACATION FOR CONGRESS TO VOTE ON BERNIE S BILL ",2021-08-11 14:04:38
"mommabehr2016","BREAKING  Gov  Cuomo Resigns

",2021-08-11 14:04:38
"timothysw","I still want to know if Cuomo misused state funds to write or sell his book",2021-08-11 14:04:36
"ritamollerpalma","Cuomo resigns  Will leave office in  days  The black cloud has been lifted from NY ",2021-08-11 14:04:30
"id0rru","Good to hear ab Cuomo now let s make every Italian resign",2021-08-11 14:04:27
"Robert36070821"," Great Show this Morning  Stop listening to the people shouting in your EAR  Talk about what you want to talk about  Saudi OIL  Pipelines  Do you think Chris Cuomo will take in his brother when thrown out of the Mansion  or Eviction Ban since unemployed  ",2021-08-11 14:04:21
"Kathryn24498120","Why Cuomo s dinosaur defense rang hollow ",2021-08-11 14:04:20
"Kathryn24498120","Mehdi  Cuomo s resignation highlights lack of GOP accountability for misconduct  ",2021-08-11 13:58:16
"MLeljedal","It s a bummer we couldn t have gotten Cuomo to resign earlier for the murdering of thousands of elderly people ",2021-08-11 14:04:18
"FabulouslyTour1"," In the Trump  years I ve not witnessed THIS level of organization  teamwork  and creativity from the   like how they rallied in  to shoot  AndrewCuomo like a gun and   CuomoGate that led to  CuomoResigns 
 DirtyPolitics 
 Cuomo",2021-08-11 14:04:17
"Evelynm57864806","  CNN was lucky to hire Chris Cuomo  They saw real potential with him   He s a brilliant journalist  amp  his show is great very professional  amp  curtious to everyone  Stop tarring him with the same brush as his brother two different people   Leave him be    😡😡",2021-08-11 14:04:17
"PARitzer","Ned Ryun   There s A Reason  Cuomo Resigned Over Sex Scandal And Not Nursing Home Deaths  ",2021-08-11 13:54:56
"smorffer","CNN s Brian Stelter tells Stephen Colbert the Chris Cuomo situation is  definitely awkward  and  you ve got to have boundaries     Siguemeytesigo    Followback    News    SDV ",2021-08-11 14:04:10
"JannieJo8","  True  Therefore  Cuomo dirt story overshadowed Biden s huge win due to NY MSM obsession 
This article digs into that  But the headline IS bad on its own  
Deleted the Tweet  Thx ",2021-08-11 14:04:06
"nasty_woman2","I m old enough to remember when Cuomo was battling covid  amp  Donald every day to save to New Yorkers from a devastating first round of covid  I thought he was a hero for standing up to a monstrous regime 

The monstrous regime remains a clear  amp  present danger with blanket immunity ",2021-08-11 14:03:59
"cg_evie","   Fact  She was just gross  And Donald was turned on by it  

I didn t watch this am  But if Mika was discussing hugs by Cuomo  I hope she discussed her actions and that groping hug by Donald",2021-08-11 14:03:58
"alaturkanews","Fox News caught up with Chris Cuomo to ask about brother s resignation  allegations  ",2021-08-11 14:03:58
"DavidMatthewsUS","  There s another aspect to this that I think is really important 

Cuomo was outed by a Democratic Attorney General 

Imagine a Republican AG revealing a Republican leader s misdeeds  

Democrats actually believe in the rule of law ",2021-08-11 14:03:58
"LawProfMichael"," The last two elected Governors  Spitzer Cuomo  have both resigned in sex scandals  Not very inspiring ",2021-08-11 14:03:57
"michaleen","  Cuomo fought it in every way he could  trashing the victims  questioning the investigators  motives  etc  He only left when there was no one on his side and no way to stop what would have been a hasty impeachment and removal ",2021-08-11 14:03:54
"AWCBB","HaHaHa  Bye bye Cuomo  You should be tried for manslaughter  convicted and imprisoned for your corrupt behavior ",2021-08-11 14:03:54
"MarkSaxon18","  Cuomo spent the afternoon on his lavish boat  in the extravagant waters of Sag Harbor  New York where the ultra wealthy flee to escape the concrete jungle of Manhattan    Like there are no Fox personalities who have boats or live near the ultra wealthy ",2021-08-11 14:03:52
"Wonder_Goddess_","Cuomo resigning is not a win  it s an escape route ",2021-08-11 14:03:44
"ArthurOtto17"," when you do a piece get the facts right  I don t like Cuomo in the least but that was a serious fishing boat  NOT a speedboat  Mistakes like that detract from the rest of the story  Just saying   ",2021-08-11 14:03:41
"benjaminlowe","   That seems completely accurate given conditions at the time  Cuomo was  and remains  a savvy political operator  Is she really getting torn down for that ",2021-08-11 14:03:41
"FloraNatasha138","At least  other governors made the same catastrophic move as Cuomo  They knowingly and intentionally put the most vulnerable at risk  ",2021-08-11 14:03:39
"solidhalon"," Man  they want to implement vaxx passports here  just like Cuomo wants 

I really want to get the hell out ",2021-08-11 14:03:33
"DuckOfDeath6","Colbert is one of their most reliable propagandists   If he s attacking Chris Cuomo then that means they ve made up their minds that Chris is to be destroyed too ",2021-08-11 14:03:33
"StNick90006"," That Part  ️ Frankly  not to disrespect Cuomo s victims  but this smacks of a Trump hive take down ️Just like the hit job being placed on Gov  Gavin Newsom of Calif   Anyone elected official that pushed back on DJT ineffectual covid response is getting retaliated on ",2021-08-11 14:03:23
"SarahCandy19","  Why should Chris Cuomo leave   And why would  even consider releasing Chris Cuomo when they rehired  eight months after exposing himself on Zoom 
",2021-08-11 14:03:23
"SuzanneNeedles","How Cuomo s flexing of political power became his undoing 
 ImpeachStill ",2021-08-11 14:03:21
"Ibraaa_heeem"," When the only friend you have is the one looking you back in the mirror   a recent adviser said   you re screwed   ",2021-08-11 14:03:18
"BibMccafferty","  It has nothing to do with the nursing home deaths or the sexual harassment  The Dems were done with Cuomo  so they threw him away ",2021-08-11 14:03:16
"colleenrye1","Cuomo steps down Gen Berger fights Mandates for Marines  via ",2021-08-11 14:03:12
"Chuck32431571"," The only real drama in CNN headlines is whether the Republicans are  seizing  or  pouncing  on unpopular Democratic policies    They spent far more time and energy framing issues to their liking than doing actual reporting    Except Chris Cuomo who does both ",2021-08-11 14:03:11
"Bussyslayer14","    In your mind  Custer s place in history lies in his Civil War leadership and Cuomo will be remembered for his Emmy  unironically 

Illuminating conversation on twitter ",2021-08-11 14:03:10
"kwood4848"," If Cuomo were a republican  he d still be in office and likely running for president ",2021-08-11 14:03:08
"MongoMogito","Biden goes NUTS as Giuliani tries to  take back NY  after Cuomo   Trump      via ",2021-08-11 14:03:07
"DaveReports1","NY Assemblyman Kim   Good for Our Democracy  to Still Impeach Cuomo  We Need to Get Truth on Nursing Homes ",2021-08-11 14:03:02
"FOXBaltimore","Lt  Gov  Kathy Hochul prepares for spotlight as Cuomo steps aside

",2021-08-11 14:03:00
"jbgreenan"," If Cuomo were impeached by the NY Assembly  as they seemed poised to do   he d have been barred from ever seeking state office again  This makes a future comeback possible  I won t speculate on how probable that might be  ",2021-08-11 14:02:57
"CanuckLetter"," Byford s grandad drove a London bus  He did well in Toronto 🇨🇦 I thought  considering the basically impossible situation he was in  albeit no Cuomo to interfere  ",2021-08-11 14:02:53
"RightnotLeft2","Why is Killer Cuomo waiting  weeks to leave office 
 Cuomo  CuomoResigns",2021-08-11 13:56:34
"Eobin80"," So female version of Cuomo  New York is so screwed ",2021-08-11 14:02:51
"dwa1211985"," He is referring to Cuomo  ",2021-08-11 14:02:50
"kassatti","Chris Cuomo Advised Brother to Step Down  Report |  ",2021-08-11 14:02:49
"RJWlms"," I have to assume this is about cuomo  Also  it makes no flipping sense ",2021-08-11 14:02:45
"Hexpatriot","And Cuomo had shit so under control he still had time to play grab ass  ",2021-08-11 14:02:45
"Daddywags71","     Politifact is a liberal site that s a complete joke 
  Cuomo went against CDC guidelines and FORCED nursinghomes to take COVID positive patients  
  His administration covered up the numbers  amp  he admitted to it saying    Trump administration would use it as a political tool ",2021-08-11 14:01:19
"JeffGovCon","Chris Cuomo is a great reporter  amp  tv show host   His interviews are always spot on   Chris consistently articulates multiple sides of issues to get at the core of every story   CNN has a real asset in   ",2021-08-11 14:02:40
"blavnan"," Which LoTR character is most like Cuomo ",2021-08-11 14:02:40
"summerraine22","Dear MSM  We re DONE with the Cuomo story  MOVE ON      ",2021-08-11 14:02:36
"kisskindness","Cuomo resigned    how about the other Governors    let s get them to resign as well   ",2021-08-11 14:02:33
"RyanLManess"," They say a week is a very long time in politics  Double that and you ve got the current situation  

",2021-08-11 14:02:28
"michaeljeaton","You are so bad at this  Nothing Cuomo has done in the last  years has been good for the human race and the   murders that he committed last year should be tried as hate crimes against the elder  

Biden better hope resigning for sexual harassment doesn t become a thing🤔🧐 ",2021-08-11 14:02:24
"HubleyScarlett","I don t believe Cuomo should resign  And no  I m not condoning his behaviour  He needs to do better 
I m just showing my point of view ",2021-08-11 14:02:18
"HubleyScarlett","Remember when Al Franken  resigned  I believe the accusations were a hit job  with Roger Stone  the dirty tricksters hand all over it 
Al Franken should have never resigned 
Was Cuomo acting inappropriately  I m sure he was  But to compare him to a molester or racist is wrong ",2021-08-11 13:54:22
"catfishyak","The people talking about Chris Cuomo are the same fucking idiots that wanted Biden to go down for Hunter s   laptop   It s not EVEN fucking logical  Putting  and  together gets   not  ",2021-08-11 14:02:17
"Richard41162890","It s a shame they couldn t go after Trump with the speed and tenacity they went after Cuomo  ",2021-08-11 14:02:17
"jackmirkinson","we re going to get a lot of Cuomo people who always knew exactly who he was insulting our intelligence like this ",2021-08-11 13:59:53
"3mamaotter","  So what do you do now with out Cuomo to tell you what to do   ",2021-08-11 14:02:13
"shailadewan","I keep recalling this other time Cuomo dropped out  from the primary race against Carl McCall in    ",2021-08-11 14:02:11
"Stephanie_Stark","The way US voters respond when an elected official they otherwise like and support is accused of sexual assault and harassment is based on political affiliation   MeToo  Cuomo

On  this morning talking about my research in  with  👇🏽👇🏽 ",2021-08-11 14:02:10
"dudelongcouch","Cuomo is giving perverts a bad name  Not all of us are creeps  some of us just want to destigmatize sex work and play with boobs all day CONSENSUALLY ",2021-08-11 14:02:07
"amberwood1967","  Not defending Cuomo here  but where was all the Republicans outrage when Trump was caught on tape bragging about grabbing women by their   pussy  ",2021-08-11 14:02:06
"politico","As New York Lt  Gov  Kathy Hochul prepares to take charge of the state government in less than two weeks  she s facing a potentially career defining leadership moment  shepherding New Yorkers through a resurgence in the Covid  pandemic ",2021-08-11 14:02:03
"Angeles1Lost"," RecallGavinNewsom Cuomo out  more to go    ",2021-08-11 14:02:02
"DanielVzqzz","With Cuomo gone what are politicians going to use as an excuse for the exaggerated defunding of CUNY and SUNY  🤨",2021-08-11 14:02:01
"RoachBDB"," Both parties have a horrible history with this stuff  Then the  metoo movement happened  One party has taken it more seriously than the other  I would bet money Cuomo would not have resigned if the movement never happened  Same with Al Franken ",2021-08-11 14:02:01
"newsbusters","Stephen Colbert GRILLS  on Chris Cuomo  Stelter bizarrely claims Chris has drawn lines between his family and his job  False   ",2021-08-11 13:58:25
"MichaelChinigo","   His heir would be  Cuomo is like to Isildur son of Elendil  powerful but proud  Isildur s vanity led to his demise and almost to the ruination of the free peoples of Middle Earth  but not for the redemption of his heir  Aragorn Elessar  bearer of Andúril  the sword reforged ",2021-08-11 14:01:56
"MrTonyNacho","The only Cuomo we should ever like and respect is named Rivers ",2021-08-11 14:01:56
"ScottPorch","   Ryan Lochte could make his acting debut as Chris Cuomo ",2021-08-11 14:01:54
"GooseOD","Goodbye Father  Cuomo   more time to hang with Billy Joel now  ",2021-08-11 14:01:52
"PoliticalAnim13","CNN s Chris Cuomo did NOTHING wrong  If CNN does anything to him I ll be so upset  This brigading has to stop ",2021-08-11 14:01:50
"pridesource","But she s not the only one  of course 

",2021-08-11 14:01:48
"Queenbe66994613","   Now that Cuomo is finally gone  I think you could change name to Albany Watch   One party rule   All leaders are from urban NYC area   This is the team that came up with the  no bail law   amp  letting criminals out of prison using covid as the excuse  Plenty to watch ",2021-08-11 14:01:44
"Hrothgar_mp","Don t let Cuomo s groping distract you from Lindell s Symposium   Why did he announce his resignation on the first day of the proof coming out on China stealing our election   Let s unite against China and not divide into Dem Rep  ",2021-08-11 14:01:41
"BrockPaul6","Question 

Can Sexual Predator Cuomo pardon himself 

I ll lay odds he can and will ",2021-08-11 14:01:41
"AvgeekJoe"," I m sorry to say it sounds like a deal was cut   stop impeachment  and Cuomo leaves 

 wants different   But Lindsey Boylan has been incredibly    silent on the matter   Actual victims first  activists second  thanks 
 ",2021-08-11 14:01:36
"GoodBoy10204293","After Resigning For Sexual Harassment  Cuomo Immediately Hired By CNN  via ",2021-08-11 14:01:35
"Rob89805645","What cuomo did in New York with the abuse of power and harassment  of women was grounds for resignation  What desantis and Abbott are DELIBERATELY doing with people lives in their states and the Threatening actions against the majority of their constituents  Resign or b removed  ",2021-08-11 14:01:28
"Christi36107815"," 🤬🤬🤬🤬🤬🤬 Why has he not be arrested and thrown in jail  Why do we believe Cuomo s accusers and not Trump s     ArrestTrumpNow",2021-08-11 14:01:25
"weave221","Cuomo s season of dancing with the stars is gonna be 🔥 🔥 🔥",2021-08-11 14:01:18
"Allen14180738","Don t be fooled  Both still pigs rolling around in mud  amp  their own waste 
Stephen Colbert grills Brian Stelter on CNN s Chris Cuomo scandal  calls out network s  odd conflict of rules 

",2021-08-11 14:01:18
"kgh428NY"," Pretty incredible to see GOP folks all up in arms over Cuomo when they put their arms around sexual predators like trump and gaetz to protect them  ",2021-08-11 14:01:15
"cnbnp","    I believe the question asked was about Chris Cuomo    ",2021-08-11 14:01:10
"mysticmaverick","Good example of cracking down on the lesser offense  Cuomo resigns over offending women with sexual advances  not for sending s of elderly with covid to their deaths in nursing homes ",2021-08-11 14:01:03
"SteinmanRuth","    Maybe Cuomo needs two weeks for pardons ",2021-08-11 14:00:58
"BydmsM","Top LDS Historian admitting that LDS Corp has been lying about its history for + yrs  Or Richard  maybe they apologize and admit their fraud and resign in disgrace like Cuomo  Oh yeah and refund all the tithe payers  ",2021-08-11 14:00:56
"GuoMichael7"," Cuomo  
This kind of mutual prosecution politics fighting can no longer be used in the US  The situation has changed  Previously limited politics fighting has been turned into extinction by China  its nature has completely changed 
That also shows that the judges are bad guys ",2021-08-11 14:00:56
"GuoMichael7"," Cuomo  
Cuomo must be a good person  Now powerful people all do body possessing and cannibal rape by brain control  rapping only genital is like a handshake  Cuomo s hugs and kisses didn t even reach  good morning   There are only  eating  be eaten  two groups in the world now ",2021-08-11 13:59:45
"GuoMichael7","Cuomo  
Cuomo must be a good person  Now powerful people all do body possessing and cannibal rape by brain control  rapping only genital is like a handshake  Cuomo s hugs and kisses didn t even reach  good morning   There are only  eating  be eaten  two groups in the world now ",2021-08-11 13:58:36
"GuoMichael7","Cuomo  
This kind of mutual prosecution politics fighting can no longer be used in the US  The situation has changed  Previously limited politics fighting has been turned into extinction by China  its nature has completely changed 
That also shows that the judges are bad guys ",2021-08-11 13:57:57
"GuoMichael7","Cuomo  
things like this are all political persecution  
Cuomo shoLimited resign  it s not the era to resign like this  China and its American running dogs are exterminating good people and removing them from positions of power ",2021-08-11 13:58:13
"1310_KFKA","Mornings with Gail Podcast  August th  Gov Cuomo Resigns   News Roundup HR    ",2021-08-11 14:00:53
"MarkMNYC","Yet   refuses to change anything 

This is Cuomo s nursing home mistake all over again  in a bigger state with more people  ",2021-08-11 14:00:49
"PAnticapitalist","if your still defending cuomo after yesterday you are a disgusting awful human being and you are not welcome at my table to eat my food  share my salt etc",2021-08-11 14:00:48
"lurkernonumbers","   How would you feel if the Dems had just stood by and let cuomo get away with this ",2021-08-11 14:00:33
"bajoranlemon","your brother Cuomo   whatever happened there ",2021-08-11 14:00:33
"HemsleyMarty"," If  Cuomo would have been a  Republican  GOP then he would ve definitely NOT  CuomoResigned and he would have the full support  amp  backing from  RepublicanParty  RNC   PatriotParty  Trump  Republicans b c they L❤VE a  bad boy  who DEFIES the LAW     
 CuomoResigned
 CuomoResigns",2021-08-11 13:54:27
"HemsleyMarty"," If  Cuomo would have been a  Republican  GOP then he would ve definitely NOT  CuomoResigned and he would have the full support  amp  backing from  RepublicanParty  RNC   PatriotParty  Trump  Republicans b c they L❤VE a  bad boy  who DEFIES the LAW     
 CuomoResigned
 CuomoResigns",2021-08-11 14:00:32
"HemsleyMarty"," If  Cuomo would have been a  Republican  GOP then he would ve definitely NOT  CuomoResigned and he would have the full support  amp  backing from  RepublicanParty  RNC   PatriotParty  Trump  Republicans b c they L❤VE a  bad boy  who DEFIES the LAW     
 CuomoResigned
 CuomoResigns",2021-08-11 14:00:18
"HemsleyMarty"," If  Cuomo would have been a  Republican  GOP then he would ve definitely NOT  CuomoResigned and he would have the full support  amp  backing from  RepublicanParty  RNC   PatriotParty  Trump  Republicans b c they L❤VE a  bad boy  who DEFIES the LAW     
 CuomoResigned
 CuomoResigns",2021-08-11 13:59:45
"johnktet1968"," Biden should not have said Cuomo should resign ",2021-08-11 14:00:28
"bcnbabe"," Me too  And that doesn t  amp  may it  not ever make it better  Just utterly outrageous  amp  be damn sure I won t allow it to happen to my daughter  So now  NOW  We need to say it out loud  Even if you re an old fart who is lucky to be still be working   Cuomo NOT EVER good enough ",2021-08-11 14:00:27
"itsdannyneary","Seems like Cuomo should have had to resign earlier for you know all the old people he murdered but what do I know",2021-08-11 14:00:27
"2020Bre","Unhinged first perv Cuomo  now this ass ",2021-08-11 14:00:27
"Pallavi12317108"," Cuomo 
Prediction of Mr  Vegiletin about Saint Rampal Ji Maharaj

A new civilisation based on peace and brotherhood originating from India would give rise to peace and contentment in the entire world 
SaintRampalJi ",2021-08-11 13:56:12
"Pallavi12317108"," Cuomo 
Prediction of Astrologer Cheiro about Saint Rampal Ji Maharaj

One person of India would bring a revolution of knowledge in the whole world 
SaintRampalJi ",2021-08-11 14:00:27
"rightly","On a roll   

 Cuomo  CuomoResigns  MeToo ",2021-08-11 14:00:26
"NCMOULY4","Cuomo s downfall in two words  Hubris and hypocrisy ",2021-08-11 14:00:24
"AaronFlowPwr","Does Cuomo get to keep that Emmy  ",2021-08-11 14:00:22
"cosmicallylarg1","  For  fairness  see also Cuomo Clinton Kennedy s  etc",2021-08-11 14:00:21
"SSNScholars","  MeToo is a shot in the arm  but that doesn t mean the fight was over    s  discusses the ongoing legal and structural obstacles that enable sexual harassers instead of protecting victims for    ",2021-08-11 14:00:20
"RoadWork999"," Cuomo and Trump gone be cellmates ",2021-08-11 14:00:17
"GloriaCampos","Don t recall how long  Brian Williams  then  nightly news anchor  was off air following his credibility issues  but I agree that Chris Cuomo s own credibility has taken big hit  Perhaps lengthy   mos   suspension w o pay      Opinions  ",2021-08-11 14:00:16
"pinboard_pop","Roberta Kaplan  Who Aided Cuomo  Resigns from Timeâs Up   The New York Times ",2021-08-11 14:00:15
"abc3340","Cuomo resigns   This is certainly not over for him   says political analyst

",2021-08-11 14:00:15
"svmagoo","Don t blame Chris Cuomo for his brother s mistakes  Chris does a great job on CNN",2021-08-11 14:00:13
"StGedza","Pythagoras I was thinking the same thing  Let s see if NYS Democrats impeach him  If not  we ll know a deal was made  Impeachment would cut off Cuomo s political future  Perhaps he and Fredo will open a law firm  Dewey  Cheatham  and Howe ",2021-08-11 14:00:09
"MsBrenda15","I think Gov Cuomo resigned because of being impeached  He didn t want to ruin the legacy of Mario Cuomo  My opinion  🙏💔😌 ",2021-08-11 14:00:08
"z9bill","  I haven t seen anyone take up for Cuomo ",2021-08-11 14:00:07
"erinisaway","it takes fourteen days for cuomo to resign because it takes seven days for each of his nipple rings to resign",2021-08-11 14:00:07
"ElvastonDogFest","Pythagoras I was thinking the same thing  Let s see if NYS Democrats impeach him  If not  we ll know a deal was made  Impeachment would cut off Cuomo s political future  Perhaps he and Fredo will open a law firm  Dewey  Cheatham  and Howe ",2021-08-11 14:00:06
"topherlundell"," Much like the Dead Men Of Dunharrow who betrayed Isuldur and refused to join the Last Alliance  Cuomo must be forced to hide in the caverns under Dwimorberg until the heir of Dunedain can restore him   ",2021-08-11 14:00:03
"NewsdayOpinion","Editorial  From great heights  a great fall   
",2021-08-11 14:00:03
"c_cgottlieb"," I was thinking the same thing  Let s see if NYS Democrats impeach him  If not  we ll know a deal was made  Impeachment would cut off Cuomo s political future  Perhaps he and Fredo will open a law firm  Dewey  Cheatham  and Howe ",2021-08-11 14:00:03
"GriffTheImpaler"," Cuomo steals Biden s thunder  says the media that won t stop talking about Cuomo for the next  years  ",2021-08-11 14:00:02
"edmecka","Hero worship fails  Cuomo s downfall presaged by behavior media glossed over for years | ",2021-08-11 14:00:01
"SPECNews1ROC","With Cuomo stepping down in two weeks  officials in Albany are hopeful the page can be turned on Cuomo and that style of management  ",2021-08-11 14:00:00
"13WHAM","The first two women who went public with their accusations against Gov  Cuomo reacted to Tuesday s news  
",2021-08-11 14:00:00
"ctnewsjunkie","OP ED | The Cuomo Effect and Our Tri State Political Malaise  via  ",2021-08-11 13:59:59
"TMaxPA","     I agree  but your suggestion that only official party planks are relevant while ignoring that Democratic politicians and party members commented on Cuomo as if he d already been tried and convicted was disingenuous  I think  Some  leftism   is  authoritarian ",2021-08-11 13:59:58
"DanielRayDuran","     If Matt Gaetz can commit crimes against children then Cuomo should have just changed his political party to Republican and his unforgiving actions against women would be accepted ",2021-08-11 13:59:58
"JimMacLeod16","As Cuomo continues to whine 
A victim of moving the line 
Things he could do  now are taboo 
With women he can t undermine ",2021-08-11 13:59:56
"aBookPublicist"," A Publisher s Worst Nightmare   How Cuomo s Book Became a Cautionary Tale  publishing  amwriting   ",2021-08-11 13:59:54
"yorkiemama7","  Anyone honestly believe this coup limited to Cuomo  Just the start  Don t wait for it to spread to other states  AG James disgraced her ofc  Impeachment is a hit job THE WORLD IS WATCHING  👀  NYCOUP  AGJamesAmbushedCuomo  IBelieveCuomo  DueProcess  AGJamesResign  PoliticalHitJob",2021-08-11 13:59:52
"sirfibonacci7"," I m sure Cuomo is your ideal leader",2021-08-11 13:59:51
"eye1kan","      
I join All New Yorkers in urging you to do your jobs and do the right thing in proceeding with the impeachment of  effective immediately  
CUOMO LIED PEOPLE DIED",2021-08-11 13:59:47
"serena_patriot","CNN s Chris Cuomo advised his brother to resign  

Also  to all you morons calling for Chris to be fired or resign from CNN  FUCK OFF 

He had absolutely nothing to do with his brother s criminal behavior ",2021-08-11 13:59:46
"notcishet","y my plug just ask if we want RIP cuomo bags     im cryin only if the p stands  piss",2021-08-11 13:59:44
"SparkyPatriot","I wonder if Cuomo teams up with Hunter",2021-08-11 13:59:44
"onokorokinzo","Chris Cuomo Reportedly Advised His Brother to Resign    NewsPicks ",2021-08-11 13:59:43
"mamahinman","  I m still thinking Cuomo will end up as pseudo head for MCWA for a few years  collecting generous pay and pension simultaneously   It s been done before ",2021-08-11 13:59:40
"self_hes"," This am ur making such a big deal about  Cuomo   brother    ChrisCuomo for not responding  well  where were u when u didn t respond  inquire  etc  about ur authoritarian wannabe  leader  and his DOZENS of sexual assault charges + many more current GOP perverts   smh",2021-08-11 13:59:35
"ellenjo46938909"," Yeah Cuomo was railroaded out but the insurrectionists are doing just fine ",2021-08-11 13:59:32
"cjsigmon","Cuomo is  one of the most shocking falls in modern American politics   says the NYT  Why is it shocking any more that powerful men can abuse their power sexually  What s still surprising to me is that they feel it s worth the risk thinking with the wrong head ",2021-08-11 13:59:31
"JanetNash","  I don t actually support Cuomo  I m sure where there s smoke   And seems there was no sex involved  🤔 HOWEVER  I am ok with Cuomo s statement until we get similar public outrage and accountability for accused Republicans ",2021-08-11 13:59:27
"AndrewKerrNC","This is beyond farcical 

CNN signs Brian Stelter s paychecks  He is incapable of reporting his network s screwup with the Cuomo situation from a neutral standpoint  ",2021-08-11 13:59:23
"robertbenda","  

Remember the GOOP level nonsense the CNN Cuomo said his wife was doing when they all had COVID ",2021-08-11 13:59:22
"rutledgecharle1","  That s on the state level  If I m not mistaken  Cuomo avoided impeachment by tendering his resignation  🤔 The DOJ declined to proceed on the federal level ",2021-08-11 13:59:22
"SirYetiMoth","My thoughts on any Cuomo ",2021-08-11 13:59:21
"sofialmarkus","I m sad Cuomo jokes are stale now  Someone tell Hilaria Baldwin to post an Instagram video",2021-08-11 13:59:20
"VickiArbitrio","    I didn t realize the extent to which the line has been redrawn   Cuomo said yesterday   There are generational and cultural shifts that I just didn t fully appreciate    MeToo",2021-08-11 13:59:17
"WhirledPeas9","😂😂😂😂😂😂 Sure buddy 

CNN s Stelter  NYT Is Right  Chris Cuomo  Was on the Phone with His Brother This Week   But Chris Has Boundaries  via ",2021-08-11 13:59:15
"smasiello213"," Do you think Cuomo resigned yesterday to take attention away from Mike Lindel s symposium on how China stole the American presidency ",2021-08-11 13:59:09
"StephanBraun81","The Colorado congresswoman s attempt to own the libs backfired badly after people pointed out all the problematic politicians in the Republican party   via ",2021-08-11 13:59:02
"MissJennBanks"," CuomoResigns  cuomoresignation 
While I am glad that Cuomo is officially making his resignation official in   days  I gotta ask all of my New Yorkers a question  as it relates to everything and anything Public Transportation related ",2021-08-11 13:59:01
"MissJennBanks","This means the naming of the Tappan Zee Bridge  which the idiot named after his father  and of course  in the New York City Subway  with a select number of Rs in which some railfans call either the RCs  or the  Cuomo  fied Rs  which I know Andy boy",2021-08-11 13:59:01
"brokenletter","Stephen Colbert grills Brian Stelter on CNN s Chris Cuomo scandal  calls out network s  odd conflict of rules    FoxNews",2021-08-11 13:58:58
"parabasis","If you need a reminder    here s some of the many things Cuomo s allies were willing to look past until it became politically impossible for them to be aligned with him  ",2021-08-11 13:58:49
"parabasis","Like  all of these Cuomo allies and enablers    the proper thing to do is to apologize to people of New York and then shut the fuck up  The pre sexual harassment stuff was already bad enough ",2021-08-11 13:53:22
"Michele12514290"," Repubs outraged at Cuomo allegations and celebrate resignation but silent on Trump ",2021-08-11 13:58:47
"12Tulip3","          Last night Tucker spelled it out for us  He opined that the NY AG Letitia James  that gave the presser about the Cuomo allegations being true  will be throwing her hat in the ring  Funny how that works  He was on 🔥 last night ",2021-08-11 13:58:46
"Zara20202020"," The next person who is  voted  in is going to be a lot worse tha  Cuomo",2021-08-11 13:58:46
